createTime|dependencyTime|personId|loanId|loanAmount|balance|loanUsage|interestRate|org
1671128261128|1594862102903|4398046515062|4915116043321480417|4533832.0|4533832.0|medical expenses|0.096|Earnest
1671134737585|1614364969485|10995116282338|4915116043321481198|98497672.0|98497672.0|debt consolidation|0.041|OnDeck
1671135977053|1594830633737|4398046517428|4915116043321483592|87848959.0|87848959.0|funerals|0.097|Patch of Land
1671142870703|1580479712740|499|4915116043321475741|22793232.0|22793232.0|medical expenses|0.025|Capital One
1671145226758|1619599689624|13194139538245|4915116043321481682|54111985.0|54111985.0|investing|0.064|Marcus by Goldman Sachs
1671148891538|1605779235416|8796093025253|4915397518298189842|33464907.0|33464907.0|renovations|0.098|State Farm Bank
1671152236018|1626335392465|15393162795246|4915397518298194302|79951940.0|79951940.0|business ventures|0.001|Fundbox
1671160577848|1611942775064|10995116284879|4915397518298195289|25092073.0|25092073.0|other|0.043|State Farm Bank
1671165580581|1617947689643|13194139537553|4915397518298191385|57989236.0|57989236.0|other|0.05|State Farm Bank
1671167137252|1629275147170|15393162792038|4915397518298190012|36791917.0|36791917.0|vacations|0.049|Capital One
1671168266817|1628120910192|15393162791675|4915397518298189538|55514093.0|55514093.0|debt consolidation|0.078|Marcus by Goldman Sachs
1671170953440|1626048670917|15393162791938|4915397518298189873|2305111.0|2305111.0|funerals|0.05|Peerform
1671174037949|1625159201271|15393162789197|4915397518298186172|88432571.0|88432571.0|medical expenses|0.073|RealtyMogul
1671185227140|1633750396625|17592186048521|4915397518298191240|34964548.0|34964548.0|business ventures|0.076|American Express
1671188907495|1615243180788|10995116282784|4915397518298192468|99551327.0|99551327.0|funerals|0.028|Earnest
1671194054338|1631509953609|17592186045675|4915397518298187429|85221266.0|85221266.0|medical expenses|0.067|PNC Bank
1671219225582|1608712779002|8796093022365|4915397518298185962|16112125.0|16112125.0|medical expenses|0.035|SoFi
1671219900867|1637807687588|19791209300249|4915397518298186124|71979386.0|71979386.0|renovations|0.084|BlueVine
1671220390284|1632857932261|17592186047494|4915397518298189884|57225573.0|57225573.0|vacations|0.057|LendingPoint
1671223826624|1625022919707|15393162795903|4915397518298195190|30871281.0|30871281.0|vacations|0.051|Peerform
1671227158192|1640207402821|19791209302121|4915397518298188611|19036770.0|19036770.0|vacations|0.091|Chase Bank
1671230146765|1614010189555|10995116284686|4915397518298195055|30120512.0|30120512.0|vacations|0.094|Capital One
1671231314155|1588574088699|2199023260968|4915397518298193007|10108180.0|10108180.0|education|0.095|Marcus by Goldman Sachs
1671234734607|1594653606497|4398046517807|4915678993274905407|54627193.0|54627193.0|major purchases|0.044|US Bank
1671237521085|1618987313376|13194139534845|4915678993274898456|85355555.0|85355555.0|renovations|0.039|Upstart
1671244301614|1633178016665|17592186050342|4915678993274904372|10955019.0|10955019.0|vacations|0.005|Kabbage
1671245594874|1633431429372|17592186048548|4915678993274901928|30351235.0|30351235.0|medical expenses|0.08|Fundbox
1671246984545|1580581052690|6316|4915678993274904897|49383617.0|49383617.0|other|0.091|Wells Fargo
1671246988655|1603773473384|6597069772137|4915678993274903752|17056413.0|17056413.0|other|0.005|OnDeck
1671264394295|1595980226091|4398046517771|4915678993274905354|59921091.0|59921091.0|business ventures|0.051|Fundrise
1671275714715|1580425082393|4698|4915678993274902671|96272971.0|96272971.0|business ventures|0.043|Prosper
1671279174168|1630898642044|17592186046755|4915678993274899541|2028241.0|2028241.0|other|0.042|RealtyMogul
1671279292309|1620324075050|13194139538053|4915678993274902735|24697558.0|24697558.0|investing|0.077|Funding Circle
1671287516233|1637060255921|19791209305264|4915678993274903506|18917062.0|18917062.0|weddings|0.003|Best Egg
1671289177271|1624709736948|15393162791353|4915678993274899750|30384613.0|30384613.0|major purchases|0.022|OnDeck
1671291664167|1618716125909|13194139534791|4915678993274898399|88819492.0|88819492.0|funerals|0.091|Chase Bank
1671298225753|1636070326518|17592186045813|4915678993274898290|67302739.0|67302739.0|renovations|0.059|BlueVine
1671300620465|1636009981224|17592186051973|4915678993274906554|33623719.0|33623719.0|funerals|0.006|Chase Bank
1671305635568|1605413978897|8796093022328|4915678993274896560|32395462.0|32395462.0|weddings|0.076|LendingPoint
1671311350680|1586859205525|2199023257055|4915678993274898420|53538405.0|53538405.0|funerals|0.068|State Farm Bank
1671315748564|1614892318869|10995116284502|4915678993274905466|86705869.0|86705869.0|investing|0.028|Roofstock
1671327371400|1630476856372|17592186049557|4915960468251613941|23821474.0|23821474.0|renovations|0.037|Roofstock
1671338753586|1608263519497|8796093030202|4915960468251617832|94763409.0|94763409.0|business ventures|0.062|Patch of Land
1671341282682|1628209261060|15393162795953|4915960468251616569|86713725.0|86713725.0|renovations|0.069|Wells Fargo
1671343201657|1635354181424|17592186047069|4915960468251610637|10707753.0|10707753.0|major purchases|0.045|SoFi
1671343568373|1595338859510|4398046516918|4915960468251614879|56501570.0|56501570.0|vacations|0.0|SoFi
1671344080854|1606704625493|8796093023360|4915960468251608617|40963026.0|40963026.0|debt consolidation|0.077|Patch of Land
1671345853068|1626898202043|15393162793157|4915960468251612763|78671537.0|78671537.0|medical expenses|0.019|American Express
1671348262378|1612200069632|10995116281871|4915960468251612558|36121067.0|36121067.0|other|0.086|Kabbage
1671351422689|1619856900413|13194139536629|4915960468251611518|1700192.0|1700192.0|weddings|0.01|American Express
1671351561643|1637465831430|19791209306305|4915960468251615570|64713685.0|64713685.0|vacations|0.056|LendingPoint
1671355502951|1638622005530|19791209301334|4915960468251608899|97317359.0|97317359.0|weddings|0.07|OneMain Financial
1671359950194|1596564305659|4398046512861|4915960468251609411|42196545.0|42196545.0|debt consolidation|0.063|State Farm Bank
1671360206901|1590573834658|2199023256690|4915960468251608595|66899750.0|66899750.0|weddings|0.0|Funding Circle
1671367047016|1616351873989|10995116283121|4915960468251614241|44693508.0|44693508.0|education|0.067|LendingClub
1671372453676|1632881109210|17592186047372|4915960468251611027|77811026.0|77811026.0|education|0.013|OnDeck
1671373143734|1589135333966|2199023259564|4915960468251612453|2280886.0|2280886.0|business ventures|0.098|Patch of Land
1671373437128|1585174687582|2199023257961|4915960468251610291|6406594.0|6406594.0|weddings|0.007|Patch of Land
1671379519084|1611121638506|10995116279199|4915960468251608993|39281445.0|39281445.0|renovations|0.042|OnDeck
1671389914710|1608098201394|8796093022266|4915960468251607135|27136877.0|27136877.0|major purchases|0.026|RealtyMogul
1671397789131|1588081942942|2199023263473|4915960468251617738|19798441.0|19798441.0|investing|0.019|TD Bank
1671406588858|1626389554949|15393162792891|4915960468251612473|66430381.0|66430381.0|medical expenses|0.002|TD Bank
1671410315875|1617233014666|13194139539204|4916241943228325639|46131892.0|46131892.0|debt consolidation|0.007|Marcus by Goldman Sachs
1671412221952|1579994746137|5061|4916241943228324472|81532831.0|81532831.0|weddings|0.008|Earnest
1671419876027|1607162526378|8796093027637|4916241943228324994|97371614.0|97371614.0|debt consolidation|0.02|Wells Fargo
1671420077859|1589836766807|2199023257194|4916241943228319920|90064478.0|90064478.0|business ventures|0.089|Capital One
1671437209629|1626405684471|15393162793158|4916241943228323421|87369166.0|87369166.0|renovations|0.042|OnDeck
1671440250415|1636483388560|17592186049535|4916241943228324562|81484626.0|81484626.0|debt consolidation|0.021|Best Egg
1671442303891|1579871477882|7927|4916241943228328406|77532376.0|77532376.0|weddings|0.026|Upstart
1671446044988|1622887665916|13194139537569|4916241943228323376|21192730.0|21192730.0|major purchases|0.011|Capital One
1671453436985|1604543803016|8796093028125|4916241943228325672|6168389.0|6168389.0|debt consolidation|0.062|Marcus by Goldman Sachs
1671454031689|1588605595745|2199023256636|4916241943228319168|35257878.0|35257878.0|other|0.028|LendingPoint
1671455320688|1622699080858|13194139536686|4916241943228322236|32002838.0|32002838.0|renovations|0.075|BlueVine
1671456555649|1625654694719|15393162793646|4916241943228324088|36128171.0|36128171.0|medical expenses|0.079|OnDeck
1671456576963|1610293640758|8796093024258|4916241943228320454|90951231.0|90951231.0|debt consolidation|0.032|Best Egg
1671456934238|1632477906604|17592186049339|4916241943228324292|12465663.0|12465663.0|medical expenses|0.086|Citibank
1671458438352|1629479346784|15393162789832|4916241943228318998|75109399.0|75109399.0|renovations|0.098|Citibank
1671459141780|1613648271376|10995116285448|4916241943228328072|69470335.0|69470335.0|business ventures|0.027|Funding Circle
1671461361951|1625047109385|15393162795329|4916241943228326392|58051873.0|58051873.0|business ventures|0.084|OnDeck
1671474191049|1613388260026|10995116278358|4916241943228318514|12233993.0|12233993.0|other|0.092|LightStream
1671475223932|1624969506365|15393162790388|4916241943228319754|24179485.0|24179485.0|debt consolidation|0.004|Funding Circle
1671476042754|1627489799412|15393162794071|4916241943228324692|10025887.0|10025887.0|renovations|0.03|Wells Fargo
1671485874328|1627665212758|15393162794392|4916241943228325137|88964000.0|88964000.0|debt consolidation|0.062|Capital One
1671487922504|1633419082846|17592186052225|4916241943228328226|74930279.0|74930279.0|business ventures|0.008|Fundbox
1671495795553|1624331565430|15393162791993|4916523418205032586|91073385.0|91073385.0|vacations|0.059|Prosper
1671498454727|1636329498662|17592186051734|4916523418205038206|15120483.0|15120483.0|renovations|0.011|Navy Federal Credit Union
1671500168238|1621449267037|13194139537959|4916523418205034579|19551442.0|19551442.0|debt consolidation|0.038|Funding Circle
1671500377147|1611117746158|10995116283668|4916523418205036319|43680804.0|43680804.0|renovations|0.03|Upstart
1671506215187|1620081701296|13194139538863|4916523418205035827|50244745.0|50244745.0|business ventures|0.083|Best Egg
1671508341453|1598240718741|6597069774048|4916523418205038291|18019800.0|18019800.0|weddings|0.078|State Farm Bank
1671508872480|1620369661361|13194139538152|4916523418205034820|29806916.0|29806916.0|other|0.016|PNC Bank
1671512153550|1628128112067|15393162791281|4916523418205031616|46984141.0|46984141.0|investing|0.088|Patch of Land
1671513431466|1630833323141|17592186045868|4916523418205030321|49762064.0|49762064.0|other|0.013|Earnest
1671526094501|1625022919707|15393162795903|4916523418205037813|39970690.0|39970690.0|investing|0.007|Fundbox
1671528972358|1637121385998|19791209301361|4916523418205030245|76802198.0|76802198.0|business ventures|0.015|Citibank
1671543558924|1632606291426|17592186047447|4916523418205032446|45091983.0|45091983.0|other|0.082|LendingClub
1671546999813|1632213911763|17592186046212|4916523418205030775|54618573.0|54618573.0|other|0.08|PNC Bank
1671549509280|1625694246471|15393162790040|4916523418205029966|56180636.0|56180636.0|weddings|0.099|SoFi
1671552168782|1588995043252|2199023258148|4916523418205031860|29349073.0|29349073.0|vacations|0.075|Best Egg
1671556714297|1612493633093|10995116278331|4916523418205029127|83453064.0|83453064.0|weddings|0.033|Peerform
1671560811964|1634915181461|17592186045932|4916523418205030402|63690740.0|63690740.0|investing|0.061|PNC Bank
1671561421735|1617220061121|13194139539423|4916523418205036585|8655129.0|8655129.0|weddings|0.011|Peerform
1671564875989|1639493288792|19791209302271|4916523418205031460|73894374.0|73894374.0|medical expenses|0.089|LendingPoint
1671576296788|1625559433744|15393162794301|4916523418205035662|97064712.0|97064712.0|weddings|0.023|American Express
1671580545576|1637597911556|19791209301256|4916804893181740743|9335323.0|9335323.0|debt consolidation|0.054|LightStream
1671582736378|1640762430933|19791209307636|4916804893181749334|30418131.0|30418131.0|other|0.095|State Farm Bank
1671586821169|1578768187486|426|4916804893181739581|86006506.0|86006506.0|weddings|0.058|Discover
1671594007837|1621380757198|13194139536699|4916804893181743565|4241477.0|4241477.0|investing|0.022|Discover
1671599058914|1597253707026|4398046511589|4916804893181739652|22371238.0|22371238.0|renovations|0.077|Bank of America
1671607556883|1588710121552|2199023261723|4916804893181747326|87603339.0|87603339.0|major purchases|0.08|OnDeck
1671609047522|1585874865078|2199023259087|4916804893181743763|53342115.0|53342115.0|other|0.022|State Farm Bank
1671612690424|1638233229021|19791209304890|4916804893181745603|48583935.0|48583935.0|debt consolidation|0.032|Upstart
1671614846328|1589524285282|2199023259134|4916804893181743824|43260757.0|43260757.0|debt consolidation|0.069|Navy Federal Credit Union
1671615095798|1640824126189|19791209305459|4916804893181746393|79948611.0|79948611.0|education|0.037|American Express
1671619110309|1624572662648|15393162796059|4916804893181748685|17779366.0|17779366.0|business ventures|0.036|Roofstock
1671623453765|1590150034593|2199023263391|4916804893181749579|57370821.0|57370821.0|medical expenses|0.02|Prosper
1671623586914|1621153368390|13194139536916|4916804893181743841|51815171.0|51815171.0|other|0.087|Fundrise
1671626853449|1640224936408|19791209303922|4916804893181744344|54687173.0|54687173.0|medical expenses|0.093|RealtyMogul
1671629623212|1630588365526|17592186046791|4916804893181742213|53940317.0|53940317.0|major purchases|0.049|Fundrise
1671629625820|1635717546768|17592186045228|4916804893181740096|12744262.0|12744262.0|vacations|0.038|RealtyMogul
1671632226539|1584040048749|5781|4916804893181746799|76117757.0|76117757.0|other|0.085|SunTrust
1671633031438|1582368442186|7155|4916804893181748620|88328157.0|88328157.0|funerals|0.093|US Bank
1671636212431|1590342740504|2199023260771|4916804893181746029|35752946.0|35752946.0|funerals|0.062|Roofstock
1671662388096|1639989138159|19791209306109|4916804893181747280|28140868.0|28140868.0|business ventures|0.012|Wells Fargo
1671673911433|1599648483303|6597069768381|4917086368158451998|4430106.0|4430106.0|vacations|0.088|Upstart
1671675358373|1622615644471|13194139537840|4917086368158455690|21787748.0|21787748.0|vacations|0.016|Patch of Land
1671676549756|1631126885802|17592186052219|4917086368158460183|92712107.0|92712107.0|vacations|0.091|OnDeck
1671682457907|1621250829686|13194139534442|4917086368158451208|10808265.0|10808265.0|weddings|0.034|Discover
1671683082870|1609243391734|8796093023616|4917086368158451586|49350615.0|49350615.0|debt consolidation|0.005|Upstart
1671692350424|1596334151600|4398046511984|4917086368158450840|85293448.0|85293448.0|major purchases|0.087|Wells Fargo
1671699971421|1606522148982|8796093022592|4917086368158450175|60414792.0|60414792.0|renovations|0.034|LendingClub
1671703003212|1636940281215|19791209304880|4917086368158456242|63894360.0|63894360.0|funerals|0.062|OnDeck
1671704265290|1579847136543|7062|4917086368158459156|42437064.0|42437064.0|business ventures|0.034|Roofstock
1671704680377|1637783598598|19791209300529|4917086368158450429|85918250.0|85918250.0|education|0.02|LightStream
1671711040699|1596069471989|4398046517925|4917086368158458865|10960054.0|10960054.0|medical expenses|0.071|Fundrise
1671714519209|1627695087275|15393162796721|4917086368158460265|51079379.0|51079379.0|medical expenses|0.037|SoFi
1671717794311|1594658045141|4398046512598|4917086368158451693|24001548.0|24001548.0|vacations|0.019|Marcus by Goldman Sachs
1671728387707|1608670883415|8796093027016|4917086368158456080|655692.0|655692.0|major purchases|0.049|US Bank
1671729083711|1621559327101|13194139536233|4917086368158453598|71271558.0|71271558.0|funerals|0.0|Discover
1671730340179|1602620294867|6597069773066|4917086368158458291|15319827.0|15319827.0|other|0.091|LendingClub
1671732633203|1618195842444|13194139534843|4917086368158451730|2099038.0|2099038.0|major purchases|0.028|RealtyMogul
1671736271744|1634255877821|17592186049280|4917086368158456162|62192930.0|62192930.0|medical expenses|0.051|PNC Bank
1671738417832|1637770942320|19791209300784|4917086368158450756|72625824.0|72625824.0|other|0.019|Prosper
1671739863258|1583215774229|5920|4917086368158457644|86842531.0|86842531.0|business ventures|0.005|Wells Fargo
1671740455683|1633763013236|17592186048752|4917086368158455437|84449897.0|84449897.0|business ventures|0.037|OnDeck
1671744249024|1629045126237|15393162792167|4917086368158454124|33708814.0|33708814.0|renovations|0.037|LendingPoint
1671746211220|1622889464602|13194139535155|4917086368158452145|43430126.0|43430126.0|investing|0.016|Marcus by Goldman Sachs
1671758761158|1619496039526|13194139541215|4917367843135170992|29129713.0|29129713.0|investing|0.046|RealtyMogul
1671766018738|1639122334318|19791209300926|4917367843135161606|67476178.0|67476178.0|renovations|0.073|Patch of Land
1671767281840|1629953463398|15393162790622|4917367843135162695|43204759.0|43204759.0|other|0.011|LendingPoint
1671773308909|1618711067798|13194139535164|4917367843135162817|66651209.0|66651209.0|debt consolidation|0.046|OneMain Financial
1671775478213|1640876058305|19791209306019|4917367843135168472|24059242.0|24059242.0|other|0.008|PNC Bank
1671776250161|1620416090166|13194139533507|4917367843135160604|79816119.0|79816119.0|other|0.085|Marcus by Goldman Sachs
1671785237067|1634293878724|17592186045254|4917367843135161442|12087166.0|12087166.0|vacations|0.094|Best Egg
1671785456832|1631775569732|17592186046119|4917367843135162627|31013631.0|31013631.0|renovations|0.02|LendingClub
1671790204039|1622593075079|13194139533688|4917367843135160823|7246895.0|7246895.0|education|0.053|Discover
1671797606021|1633350289121|17592186046422|4917367843135163025|60464061.0|60464061.0|education|0.082|TD Bank
1671798054587|1624183679341|15393162796062|4917367843135170005|83873351.0|83873351.0|business ventures|0.095|Marcus by Goldman Sachs
1671805371191|1590380428457|2199023263091|4917367843135170464|98653943.0|98653943.0|debt consolidation|0.089|SunTrust
1671812689844|1577943110781|3574|4917367843135165117|84667917.0|84667917.0|other|0.083|Marcus by Goldman Sachs
1671814887846|1621334371568|13194139539467|4917367843135168612|80234465.0|80234465.0|business ventures|0.068|Best Egg
1671815358573|1634673219263|17592186044459|4917367843135160387|24319243.0|24319243.0|other|0.036|American Express
1671820701332|1620276673220|13194139536061|4917367843135164047|44381163.0|44381163.0|renovations|0.085|BlueVine
1671827358681|1638551166917|19791209300959|4917367843135161661|20515312.0|20515312.0|education|0.036|Upstart
1671828165441|1607680453598|8796093029065|4917367843135169575|71035885.0|71035885.0|education|0.088|RealtyMogul
1671842197384|1620068074657|13194139533822|4917649318111871667|22760515.0|22760515.0|business ventures|0.049|Upgrade
1671842981185|1586597650562|2199023263226|4917649318111881317|15462461.0|15462461.0|vacations|0.051|Navy Federal Credit Union
1671845421001|1637073095974|19791209307877|4917649318111881658|24186501.0|24186501.0|debt consolidation|0.078|Navy Federal Credit Union
1671847773607|1605779235416|8796093025253|4917649318111875088|18443811.0|18443811.0|funerals|0.021|Marcus by Goldman Sachs
1671858618849|1586943500440|2199023255722|4917649318111871228|40616732.0|40616732.0|investing|0.025|LightStream
1671866553296|1634094470443|17592186044825|4917649318111871526|70001387.0|70001387.0|weddings|0.034|Citibank
1671872018757|1601721963606|6597069771949|4917649318111878095|44850213.0|44850213.0|debt consolidation|0.045|LendingClub
1671875918279|1639324147624|19791209300687|4917649318111871935|57173325.0|57173325.0|business ventures|0.079|OneMain Financial
1671879717024|1640614295084|19791209304839|4917649318111877482|5949742.0|5949742.0|business ventures|0.056|Rocket Loans
1671881679689|1596355996650|4398046511648|4917649318111871706|42229727.0|42229727.0|debt consolidation|0.045|Kabbage
1671889672377|1600690660430|6597069767797|4917649318111872539|92818690.0|92818690.0|medical expenses|0.017|Marcus by Goldman Sachs
1671891124812|1619912816025|13194139538334|4917649318111877711|48114793.0|48114793.0|business ventures|0.041|Navy Federal Credit Union
1671891655286|1580170362714|6574|4917649318111879826|92920867.0|92920867.0|medical expenses|0.047|LendingClub
1671902144576|1618019525237|13194139538611|4917649318111878102|7185034.0|7185034.0|funerals|0.087|Upgrade
1671903343611|1616986886491|10995116280881|4917649318111875193|92074343.0|92074343.0|business ventures|0.037|American Express
1671917132597|1633499726174|17592186051885|4917649318111881016|91117540.0|91117540.0|major purchases|0.029|OneMain Financial
1671928196021|1634481750651|17592186049978|4917930793088589127|53926977.0|53926977.0|vacations|0.056|SoFi
1671942987338|1630857096228|17592186051146|4917930793088590689|65478235.0|65478235.0|vacations|0.091|SunTrust
1671951476731|1625400434489|15393162789088|4917930793088581949|19330863.0|19330863.0|vacations|0.042|Upstart
1671953362998|1595417710701|4398046514148|4917930793088585742|28295003.0|28295003.0|weddings|0.044|Rocket Loans
1671954317481|1595807609295|4398046512411|4917930793088583394|47050639.0|47050639.0|investing|0.069|Best Egg
1671956156278|1598283120903|6597069769654|4917930793088585678|47679091.0|47679091.0|major purchases|0.068|Avant
1671957509737|1599162021622|6597069774418|4917930793088592113|64759716.0|64759716.0|vacations|0.023|US Bank
1671969339416|1602760965994|6597069772738|4917930793088589828|58784113.0|58784113.0|education|0.064|OnDeck
1671975883605|1595157600375|4398046515515|4917930793088587498|80537997.0|80537997.0|funerals|0.013|Funding Circle
1671977490093|1590585410564|2199023262244|4917930793088590632|8667062.0|8667062.0|major purchases|0.046|US Bank
1671993259827|1633152503437|17592186048901|4917930793088587598|7214213.0|7214213.0|debt consolidation|0.07|Earnest
1672000947226|1577940039944|985|4917930793088582958|94312054.0|94312054.0|other|0.096|Capital One
1672002847121|1596156550077|4398046512083|4917930793088582943|58677561.0|58677561.0|education|0.057|Peerform
1672006352195|1624055601402|15393162793252|4917930793088587464|16131684.0|16131684.0|debt consolidation|0.094|SoFi
1672008479754|1629802854235|15393162796379|4917930793088591741|32272740.0|32272740.0|renovations|0.009|LightStream
1672008867339|1598130604501|6597069767833|4917930793088583249|87005206.0|87005206.0|weddings|0.096|Fundrise
1672010065058|1593138719197|4398046518895|4917930793088592137|71695589.0|71695589.0|vacations|0.032|Funding Circle
1672017302255|1595497941519|4398046518524|4918212268065302266|72658864.0|72658864.0|funerals|0.024|OnDeck
1672021473066|1630098029317|15393162794051|4918212268065299241|36257513.0|36257513.0|business ventures|0.065|TD Bank
1672033164846|1602498393471|6597069766729|4918212268065292402|29034105.0|29034105.0|vacations|0.028|Upgrade
1672038569297|1600978345821|6597069768458|4918212268065294716|2115799.0|2115799.0|weddings|0.004|Upgrade
1672042504121|1614793184248|10995116283326|4918212268065299788|73054107.0|73054107.0|business ventures|0.016|Prosper
1672042695908|1629781376447|15393162791615|4918212268065296019|76811656.0|76811656.0|renovations|0.011|BlueVine
1672045520385|1621730920739|13194139540057|4918212268065301374|75095529.0|75095529.0|other|0.064|RealtyMogul
1672046547323|1601949686322|6597069773008|4918212268065300831|62073125.0|62073125.0|debt consolidation|0.003|RealtyMogul
1672050948167|1640438316356|19791209305382|4918212268065299559|86022495.0|86022495.0|weddings|0.021|Rocket Loans
1672050948886|1610834571050|10995116278486|4918212268065293254|37552542.0|37552542.0|medical expenses|0.021|Roofstock
1672061810205|1631711200510|17592186050153|4918212268065300022|99294317.0|99294317.0|debt consolidation|0.007|Fundrise
1672069237107|1625818257735|15393162790258|4918212268065294187|14557123.0|14557123.0|weddings|0.027|SunTrust
1672070492495|1631832434128|17592186050014|4918212268065299838|40408979.0|40408979.0|other|0.012|Navy Federal Credit Union
1672075533624|1616424986641|10995116284626|4918212268065301553|96164886.0|96164886.0|vacations|0.027|Citibank
1672092747235|1633365005197|17592186046550|4918212268065295144|46785942.0|46785942.0|vacations|0.017|LendingPoint
1672098578986|1596940004798|4398046518261|4918212268065301906|34345701.0|34345701.0|business ventures|0.04|Best Egg
1672110855865|1610197085951|8796093022821|4918493743042003779|20451126.0|20451126.0|renovations|0.096|State Farm Bank
1672119620778|1633230726783|17592186045751|4918493743042004760|70238084.0|70238084.0|weddings|0.072|Discover
1672123095263|1622820438747|13194139540812|4918493743042013024|88598501.0|88598501.0|investing|0.031|PNC Bank
1672125292506|1602459760669|6597069772327|4918493743042010601|92874975.0|92874975.0|investing|0.029|TD Bank
1672126461913|1621894439357|13194139537991|4918493743042009210|61303883.0|61303883.0|education|0.067|Peerform
1672133919797|1628111576919|15393162795891|4918493743042012396|5324117.0|5324117.0|business ventures|0.016|Roofstock
1672141959070|1597755885704|6597069772654|4918493743042011023|16421888.0|16421888.0|weddings|0.092|Fundrise
1672149101499|1578611042762|1649|4918493743042005181|39547762.0|39547762.0|renovations|0.014|LightStream
1672152434538|1580167182338|6290|4918493743042011416|1588560.0|1588560.0|vacations|0.045|OneMain Financial
1672168338469|1632057650070|17592186047131|4918493743042006615|73376225.0|73376225.0|renovations|0.06|Bank of America
1672168534257|1609682614872|8796093023146|4918493743042004205|50762066.0|50762066.0|business ventures|0.047|Best Egg
1672169495191|1623140002966|13194139535426|4918493743042005783|49491515.0|49491515.0|debt consolidation|0.004|Best Egg
1672172601690|1596446691887|4398046515256|4918493743042008522|4480738.0|4480738.0|other|0.001|OneMain Financial
1672175173539|1640219258781|19791209304446|4918493743042008891|36962966.0|36962966.0|education|0.052|OneMain Financial
1672178032868|1607601603173|8796093025641|4918493743042007551|14747091.0|14747091.0|debt consolidation|0.029|US Bank
1672178167387|1630038059972|15393162794797|4918493743042010941|1402642.0|1402642.0|debt consolidation|0.087|Capital One
1672183682169|1620481875175|13194139541193|4918493743042013585|15226901.0|15226901.0|education|0.051|Kabbage
1672196631213|1617088447852|13194139539592|4918775218018722054|42701639.0|42701639.0|weddings|0.024|Prosper
1672205723566|1629298429718|15393162791263|4918775218018716838|38054269.0|38054269.0|education|0.089|Peerform
1672212644966|1617523627980|13194139535216|4918775218018716168|89913430.0|89913430.0|education|0.057|Upstart
1672218125567|1612849112881|10995116278190|4918775218018714183|85897799.0|85897799.0|medical expenses|0.096|Capital One
1672219758231|1621850186396|13194139537769|4918775218018719528|15649387.0|15649387.0|weddings|0.055|Capital One
1672234784421|1637868734901|19791209304697|4918775218018719927|46942537.0|46942537.0|business ventures|0.089|Discover
1672248488673|1607415160122|8796093023592|4918775218018715483|23396312.0|23396312.0|weddings|0.052|SunTrust
1672251156073|1620732566162|13194139538232|4918775218018720192|8661466.0|8661466.0|weddings|0.057|OneMain Financial
1672259301793|1638265503073|19791209306262|4918775218018722080|21150556.0|21150556.0|vacations|0.07|Prosper
1672272487546|1603903119009|6597069767064|4919056692995424802|27097303.0|27097303.0|vacations|0.013|LendingPoint
1672275934738|1604965626216|8796093028757|4919056692995433076|50235789.0|50235789.0|funerals|0.026|Best Egg
1672278509413|1632608515932|17592186046876|4919056692995427571|97745134.0|97745134.0|renovations|0.024|Funding Circle
1672285291833|1634108126704|17592186045208|4919056692995425321|72847413.0|72847413.0|renovations|0.042|Best Egg
1672289878211|1639226213389|19791209300236|4919056692995424640|35826430.0|35826430.0|renovations|0.092|LendingPoint
1672299309763|1640583353156|19791209301703|4919056692995426602|21265548.0|21265548.0|debt consolidation|0.061|Kabbage
1672300606250|1611043303034|10995116278513|4919056692995425263|79386933.0|79386933.0|debt consolidation|0.002|Funding Circle
1672314372159|1639480369451|19791209302700|4919056692995427958|22524494.0|22524494.0|weddings|0.045|Prosper
1672323137026|1607491606370|8796093026306|4919056692995429758|48934270.0|48934270.0|renovations|0.019|US Bank
1672330650218|1588133741348|2199023256001|4919056692995424863|8886363.0|8886363.0|other|0.001|BlueVine
1672343727345|1598240718741|6597069774048|4919056692995434196|8151397.0|8151397.0|weddings|0.074|Peerform
1672347115245|1630138333725|17592186045706|4919056692995425996|27662347.0|27662347.0|medical expenses|0.074|Discover
1672348395851|1632757025000|17592186047722|4919056692995428723|10706776.0|10706776.0|investing|0.1|Navy Federal Credit Union
1672348543280|1587963821962|2199023258083|4919056692995427688|26053708.0|26053708.0|medical expenses|0.037|Roofstock
1672354727232|1615680240122|10995116285090|4919056692995434128|324848.0|324848.0|investing|0.004|PNC Bank
1672357571640|1628445686916|15393162794493|4919056692995431850|85444664.0|85444664.0|debt consolidation|0.037|SoFi
1672358499535|1622151121173|13194139540488|4919338167972144555|33622876.0|33622876.0|medical expenses|0.088|RealtyMogul
1672361323285|1606351558217|8796093023227|4919338167972136289|41934111.0|41934111.0|other|0.052|Peerform
1672365480371|1595906999553|4398046516759|4919338167972142549|24375647.0|24375647.0|investing|0.019|Funding Circle
1672367805947|1596093097576|4398046516154|4919338167972141676|71477888.0|71477888.0|vacations|0.095|Citibank
1672369622097|1611848797155|10995116278240|4919338167972135549|22639045.0|22639045.0|weddings|0.076|Prosper
1672370099595|1578398761007|6852|4919338167972144160|34800775.0|34800775.0|funerals|0.06|BlueVine
1672375886010|1583872218569|7068|4919338167972144413|14675432.0|14675432.0|debt consolidation|0.001|US Bank
1672382643715|1601447358139|6597069774169|4919338167972145018|97076710.0|97076710.0|major purchases|0.056|Avant
1672389697145|1592779289090|4398046517410|4919338167972143416|89680980.0|89680980.0|education|0.055|Fundbox
