createTime|dependencyTime|companyId|loanId|loanAmount|balance|loanUsage|interestRate|org
1672421390868|1599840213114|3298534884077|307652149544748027|88636233.0|88636233.0|funerals|0.048|PNC Bank
1672436608034|1607403969136|4398046512641|307652149544749133|60087803.0|60087803.0|business ventures|0.022|Kabbage
1672460565941|1586914624399|1099511628920|307933624521459211|11786969.0|11786969.0|investing|0.007|RealtyMogul
1672462917237|1614138554244|5497558142251|307933624521462201|89424399.0|89424399.0|major purchases|0.053|Capital One
1672463948286|1638016082838|9895604653650|307933624521462549|54186192.0|54186192.0|education|0.028|LightStream
1672465190987|1595235887872|2199023257379|307933624521460166|46516561.0|46516561.0|renovations|0.023|Discover
1672465857114|1619338778451|6597069768159|307933624521459738|59599725.0|59599725.0|business ventures|0.014|Upgrade
1672480248810|1633678035125|8796093022391|307933624521457906|5780671.0|5780671.0|investing|0.05|LendingPoint
1672483814719|1621082987217|6597069767229|307933624521458432|67306341.0|67306341.0|medical expenses|0.016|BlueVine
1672506233631|1607667572596|4398046514021|307933624521461593|25368923.0|25368923.0|weddings|0.098|Prosper
1672513456930|1619258237546|6597069768617|307933624521460350|55520128.0|55520128.0|renovations|0.026|Kabbage
1672516358325|1611073119643|5497558140657|307933624521460097|41861669.0|41861669.0|debt consolidation|0.01|American Express
1672518251429|1605548615588|4398046514761|307933624521462541|91634512.0|91634512.0|major purchases|0.006|Bank of America
1672520386173|1604980472539|4398046512319|307933624521459327|83611864.0|83611864.0|weddings|0.059|Fundrise
1672523543934|1580086494781|1039|307933624521459085|32311471.0|32311471.0|medical expenses|0.066|US Bank
