createTime|dependencyTime|mediumId|accountId|location
1670320592357|1634090327606|6106|182958734861933782|Ukraine -> Odessa
1670320624942|1668058305400|57174604645925|4806185227334456065|United_States -> Philadelphia
1670320815135|1668774086634|57174604647060|121878664915716292|Turkey -> Istanbul
1670321262216|1657799706978|52776558139415|4766497255618250656|China -> Tianjin
1670321827407|1659832392880|52776558138192|4750171706969033126|Belgium -> Paris
1670322105654|1655050060928|48378511629395|197032483697462845|Pakistan -> Swat
1670322461690|1606680649868|4398046516038|93731167244654730|Japan -> Tokushima
1670322682249|1632608870739|35184372091651|4700632111067960095|Japan -> Yokosuka
1670324259794|1668822629669|57174604650597|4809844402031704382|Sweden -> Malmö
1670324366305|1666158828373|57174604649240|4724838959065083481|Moldova -> Ungheni
1670324470823|1663451886233|57174604649160|4760023331153918476|Moldova -> Orhei
1670324498523|1639099823319|39582418607720|4759178906223784102|India -> Tirupati
1670325890507|1637936588948|39582418602201|4763119555897729147|Cameroon -> Maroua
1670325902525|1638249335432|35184372094793|4808155552171437390|Republic_of_Macedonia -> Skopje
1670326027741|1663950474848|57174604647785|4815473901565905434|Pakistan -> Larkana_District
1670326109626|1669646441378|61572651163646|4800274252823537863|Cuba -> Santa_Clara
1670326254955|1663681142689|57174604650971|4746794007248512865|China -> Beizhen
1670327500962|1660007682970|52776558137793|61643019899641885|Italy -> Venice
1670327524071|1662831513289|57174604647404|4734409108273242317|China -> Danjiangkou
1670327939096|1670009519716|61572651158132|4810125877008405219|South_Korea -> Suwon
1670327941214|1658602699678|52776558139120|4711328160182967197|Japan -> Chiba
1670328473571|1664248280316|57174604647472|4772689705105899773|India -> Bardhaman
1670329259338|1669510016243|61572651157407|143552238122440068|Zambia -> Monze
1670329325447|1638426162979|8796093028878|197032483697467227|Pakistan -> Islamabad
1670329666787|1636259718875|35184372097016|173107110677055625|Yemen -> Sayyan
1670329770931|1634373077119|35184372089029|183803159792058609|India -> Noida
1670330348694|1661562361472|52776558135627|4805903752357756739|China -> Baoshan
1670330542420|1634797815905|35184372097104|63894819713327002|Romania -> Bucharest
1670330542894|1636811246211|21990232558913|191684459139964424|China -> Qiqihar
1670330701189|1665901762404|57174604647522|4781978379337340835|Philippines -> Cebu_City
1670330718029|1623536736911|4398046517724|4760304806130628620|Hungary -> Zalaegerszeg
1670330755419|1666268732790|57174604653353|4696409986417304851|China -> Cixi
1670330836654|1643385036853|43980465114114|4782822804267472640|Senegal -> Thies
1670331108970|1637471540536|39582418604554|4752423506782722068|Cambodia -> Battambang
1670331347310|1667693287502|57174604647685|4801963102683793209|Thailand -> Bangkok
1670331973155|1654720407784|48378511625083|4744823682411541909|Zambia -> Ndola
1670334281987|1670274356013|61572651157130|4812659151798812500|India -> Erode
1670335151572|1614946567646|21990232556057|4704009810788486394|Tanzania -> Mzumbe_morogoro
1670335484312|1632034139467|35184372092284|4749327282038909636|Russia -> Ivanovo_Oblast
1670335578609|1625436026954|26388279068155|4766497255618259772|South_Africa -> Saldanha
1670336025436|1637916232163|4398046519167|4807029652264595415|Brazil -> João_Monlevade
1670337947425|1668822629669|57174604650597|4809844402031704382|Czech_Republic -> Ostrava
1670338030405|1665254095109|57174604646673|4625478292286226323|Iran -> Zanjan
1670338297571|1633785069299|8796093029262|4793518853382471793|Pakistan -> Multan
1670338326407|1663451886233|57174604649160|4760023331153918476|India -> Raichur
1670338853125|1610923298158|13194139539872|107523441103470729|Malaysia -> Kuching
1670338930654|1668454247860|57174604647150|4802244577660505175|Philippines -> Cabanatuan
1670339062174|1639482433957|4398046517877|200410183417990371|China -> Nanchong
1670339149698|1649051832438|43980465115553|4722587159251398086|Malaysia -> Selangor
1670339432992|1639973323150|21990232558331|4813785051705642462|China -> Cixi
1670339903259|1668059883952|57174604646494|4748201382132072821|China -> Chongqing
1670340611421|1632515798320|35184372095025|4667699538792812966|Ethiopia -> Mek'ele
1670340906298|1635763420645|17592186044879|4799992777846820099|Brazil -> Porto_Alegre
1670341617812|1639292072710|35184372097516|199847233464570513|Malaysia -> Cyberjaya
1670343775761|1640391472818|6404|4815192426589203438|Greece -> Crete
1670344401184|1667092654587|57174604649177|4779726579523651009|India -> Kodambakkam
1670344869350|1619541804682|8796093022318|4747356957201935086|China -> Danzhou
1670346542226|1629745006292|30786325583325|4780571004453782911|Cameroon -> Buea
1670347682261|1666675925218|57174604650210|4790141153661958134|India -> Hyderabad
1670348348957|1669395882651|61572651160113|4684869512372169759|Zambia -> Chingola
1670348415506|1629033779591|21990232561969|166633186212709837|China -> Guilin
1670348703237|1665388011241|57174604647290|4780852479430505995|Germany -> Koblenz
1670349038556|1661089201058|52776558133851|197313958674177891|China -> Guilin
1670349236836|1652739612928|48378511625568|4812659151798803761|Finland -> Helsinki
1670350287393|1669651039809|61572651164882|203787883138517628|Turkey -> Bursa
1670350693471|1663420420029|57174604650993|4763963980827868162|Madagascar -> Antsiranana
1670350782360|1631528727936|4398046511920|4786200503987998387|Japan -> Fujisawa
1670352308207|1618367705259|13194139543124|4743416307527990257|Yemen -> Sana'a
1670353089854|1619722213806|4398046516671|4747919907155359137|Egypt -> El_Shorouk
1670353219166|1638813956294|8796093022252|4810125877008410008|Germany -> Ilmenau
1670354396088|1666205827998|57174604652036|4678677062884524115|Japan -> Sagamihara
1670354628025|1669267257912|57174604646196|4790985578592092252|China -> Gaoping
1670354936711|1597024509706|5255|4673891988280444916|Singapore -> SingaporeCity
1670356067680|1638562484869|8796093025137|4809281452078284934|Mexico -> Chihuahua
1670356271023|1618018806475|7662|130604389193753080|India -> Gwalior
1670356384804|1663662789897|57174604651953|174795960537324459|Kenya -> Kitale
1670357944363|1638907714060|4398046511759|4810407351985122110|Madagascar -> Ambovombe
1670358268010|1625974732436|4162|156500087051130902|Bolivia -> Carmen_Pampa
1670358380987|1659182614904|52776558134339|4779726579523658502|Ukraine -> Luhansk
1670359440208|1667878840041|57174604651147|202943458208388681|China -> Dingzhou
1670361631060|1666908490086|57174604646556|4781415429383927459|Mexico -> Irapuato
1670361809995|1668375027746|57174604644367|182958734861927164|Sri_Lanka -> Colombo
1670362289913|1653737869890|48378511624640|4808999977101569644|Algeria -> Batna
1670362681323|1664294566948|57174604648957|4795489178219460871|Australia -> Melbourne
1670363918292|1670128646192|61572651161837|4816036851519331535|Moldova -> Codru
1670364167977|1662317149445|52776558139145|4808718502124847812|India -> Balasore
1670364236985|1669467501981|61572651158306|4790704103615367038|India -> Ernakulam
1670365092974|1619615333935|17592186045717|4747638432178639866|China -> Harbin
1670367018326|1629280308052|30786325583631|4775785929849717479|Wales -> Swansea
1670368595399|1630379841917|8796093026925|170855310863371822|United_States -> St._Louis
1670368611598|1639264890105|39582418608679|166914661189423905|Russia -> Kemerovo_Oblast
1670369465640|1615915402959|8796093024475|4735535008180088440|India -> Fatehgarh_Sahib
1670370498424|1670120590235|61572651157599|180143985094823036|Vietnam -> Huế
1670370582374|1638729888145|13194139542649|4809844402031690961|China -> Dalian
1670371155820|1650121684572|48378511626193|4781133954407207299|England -> Durham
1670371247358|1666015977853|57174604649066|4798866877939980458|Argentina -> Córdoba
1670371950618|1658272733975|52776558141008|4809844402031705424|United_Kingdom -> Bristol
1670372873116|1669011764334|57174604649404|4809562927054980561|India -> Thanjavur
1670372940271|1625179450820|26388279067581|4765652830688119932|China -> Shenyang
1670372989463|1665890682002|57174604652050|4660099714421635033|Thailand -> Nakhon_Pathom_Province
1670375057579|1666991073339|57174604652261|205476732998785365|Germany -> Leipzig
1670375289430|1631482151531|35184372095430|4764526930781282207|United_Kingdom -> Bristol
1670376371916|1640098909849|26388279076253|202380508254966308|Tunisia -> Sfax
1670377221818|1669703926500|61572651155948|150870587516917282|Japan -> Toyota
1670377607226|1605758123120|13194139534467|4702320960928235871|Japan -> Nagoya
1670378428315|1632447529587|8796093023003|177610710304427412|China -> Hangzhou
1670379894519|1630132063515|26388279074543|170010885933241872|India -> Kashipur
1670380092877|1634992901248|13194139536717|4797459503056423636|India -> Talcher
1670380440263|1627378372287|13194139535496|4772689705105897209|South_Africa -> eMalahleni
1670380569447|1651960583469|48378511627041|4796333603149587094|England -> Leeds
1670381472736|1659625040939|52776558137979|4795489178219459302|Vietnam -> Trà_Vinh
1670382016850|1667040072196|57174604654014|4680084437768078255|India -> Mumbai
1670382376490|1663644856162|57174604647787|186054959605747853|Algeria -> Batna
1670382557700|1667537141415|57174604651304|201254608348127071|China -> Dashiqiao
1670383038819|1639472422277|17592186046502|200410183417994156|Russia -> Tomsk
1670383279425|1659684644423|52776558133836|193373309000223845|Portugal -> Almada
1670383565572|1662368379092|52776558135553|4745386632364959922|Egypt -> Monufia_Governorate
1670383734349|1646307387238|43980465115073|4713017010043229413|United_States -> Portland
1670384539150|1622249774629|26388279071385|125819314589668076|Tajikistan -> Dushanbe
1670384755627|1650386649342|48378511624557|4807311127241306479|Venezuela -> Maracaibo
1670385120956|1622877822317|21990232557453|146366987889545866|Cambodia -> Siem_Reap
1670385190249|1638152529647|39582418609021|150870587516919633|China -> Artux
1670385473462|1664495288768|57174604648716|4774097079989451944|Ukraine -> Lviv
1670386108932|1665828898372|57174604652083|69805794224245189|Greece -> Athens
1670386407381|1643283735501|43980465111052|4747075482225217504|Indonesia -> Bangkalan
1670386841121|1657824985584|52776558138976|4689936061952963338|China -> Dezhou
1670387234631|1638601619824|35184372089074|4809281452078272309|Colombia -> Cali
1670387551124|1639653770094|39582418605825|4812659151798799746|Brazil -> São_Paulo
1670387553003|1669689515844|61572651158714|4700350636091260367|Japan -> Akita_City
1670388845819|1669765706733|61572651158572|4712172585113102671|India -> Raichur
1670390185908|1640107533516|17592186047329|202661983231672522|India -> Haldwani
1670390603981|1641675948759|39582418603553|125819314589663467|India -> Tezpur
1670391457080|1656893443734|52776558139619|180425460071531444|Pakistan -> Lahore
1670391591040|1652367874062|48378511629502|4814910951612495737|China -> Fuling_District
1670391879176|1643653002192|43980465119392|196751008720751238|Israel -> Jerusalem
1670391981596|1638414776878|8796093029035|4808718502124861832|Taiwan -> Yunlin_County
1670392116356|1626381266819|7103|4769593480362079512|Indonesia -> Banjarmasin
1670392276112|1629693968684|21990232564626|4780289529477076329|Philippines -> Ermita
1670392330096|1669444888019|61572651160676|4678677062884524710|Zambia -> Livingstone
1670392752866|1668741854688|57174604647036|4809281452078270539|Vietnam -> Sơn_La
1670393302780|1658034499134|52776558136103|4798303927986553025|Senegal -> Louga
1670393517705|1630173446833|21990232565500|170292360909951223|Germany -> Wedel
1670394752981|1662839252760|57174604651853|4679802962791382371|France -> Toulouse
1670395041440|1668059883952|57174604646494|4662351514235322596|Russia -> Volgograd
1670395526544|1633446502322|13194139534589|4792674428452351060|Mexico -> Tijuana
1670396884631|1657912162678|52776558135094|4733564683343114351|China -> Zhuhai
1670397124847|1638530291503|8796093024020|4808999977101574898|Tunisia -> Monastir
1670398956122|1623881008863|8796093024534|4761430706037466154|Yemen -> Ta'izz
1670400037130|1645623509820|43980465115667|4788170828824979697|Cambodia -> Kampong_Cham
1670400390406|1659840163967|52776558140791|126382264543085955|Poland -> Katowice
1670401225202|1657677893141|52776558135231|190277084256407713|Yemen -> Sana'a
1670401870352|1664750736789|57174604647375|4703165385858353681|Poland -> Warsaw
1670402027715|1639952256793|30786325580615|202099033278255809|Burma -> Meiktila
1670402338657|1640310840631|39582418601954|4769874955338778551|China -> Qiqihar
1670402764153|1669519647994|61572651158092|14918173765664987|Mexico -> Mexico_City
1670403374047|1637270610907|30786325581464|193373309000222704|Vietnam -> Huế
1670403976537|1665521412473|57174604649689|4811251776915248484|United_Kingdom -> North_Wales
1670404435340|1626099371513|6209|4768749055431936356|Afghanistan -> Kandahar
1670405859003|1666565861127|57174604648060|87820192733730733|Cameroon -> Maroua
1670406014505|1668828552624|57174604647269|179581035141400736|Austria -> Vienna
1670406089889|1666158828373|57174604649240|4724838959065083481|Taiwan -> Taichung
1670406434287|1669925738746|61572651164208|4763963980827853749|Indonesia -> Depok
1670406671490|1647057323303|43980465119878|4789578203708527739|Peru -> Callao
1670406959072|1669304901693|61572651159059|4722868634228097941|Romania -> Bucharest
1670407340347|1667918350984|57174604647989|184084634768772840|Indonesia -> Makassar
1670407997246|1651031988389|48378511623273|4772126755152463924|Belgium -> Brussels
1670411953036|1668774086634|57174604647060|121878664915716292|China -> Dafeng
1670411979163|1664974825426|57174604644772|85005442966621198|United_States -> Tallahassee
1670412345551|1641531637422|39582418608220|4781978379337338742|China -> Anqiu
1670412549069|1637450132595|4398046518444|193936258953643376|Algeria -> El_Harrach
1670412755539|1666778405516|57174604648856|200973133371412774|United_Kingdom -> Bristol
1670415760817|1638407638010|17592186046956|4808718502124856149|India -> Goa
1670416319013|1667059624579|57174604647127|4754393831619695645|Portugal -> Faro
1670416860988|1670336889092|61572651161913|4807029652264591740|Venezuela -> Maracaibo
1670416933573|1669267257912|57174604646196|4790985578592092252|Germany -> Stuttgart
1670416940768|1649883730559|48378511630505|4709639310322706021|United_Kingdom -> North_Wales
1670417170205|1667380642784|57174604650044|4771000855245635904|Malta -> San_Gwann
1670417515311|1637502682833|13194139537906|4805622277381039591|Madagascar -> Fianarantosa
1670417544811|1667049549986|57174604646893|4801963102683798922|Romania -> Constanța
1670418408609|1639432348953|4398046520043|4812096201845385325|Belgium -> Antwerp
1670420883830|1648079588591|43980465116605|4772971180082598184|India -> Gaya
1670421641319|1614681567271|21990232556618|4681773287628345052|Turkey -> Mersin
1670421983215|1667040072196|57174604654014|4680084437768078255|China -> Gaocheng
1670422311257|1663354483711|57174604653053|4799429827893403468|India -> Erode
1670422486959|1635962073345|35184372094610|189151184349565890|Democratic_Republic_of_the_Congo -> Bandundu
1670422909608|1667429350076|57174604646010|4813785051705656226|China -> Zhangzhou
1670423141644|1649499667935|43980465114965|4752986456736148494|Canada -> Hamilton
1670423679368|1669304901693|61572651159059|4722868634228097941|China -> Shihezi
1670424092231|1651480012354|48378511627696|4686276887255724639|India -> Bangalore
1670424146973|1668375027746|57174604644367|4758053006316931966|China -> Dalian
1670424701089|1659126310908|52776558137012|4814348001659069391|Egypt -> Bilbeis
1670424929442|1616061521007|17592186044987|124411939706111547|India -> Tirunelveli
1670425762839|1669925393308|61572651165261|4796896553103013960|China -> Anguo
1670425842172|1641338224433|39582418605893|202380508254968859|Russia -> Volgograd
1670426053625|1665968594094|57174604647178|4680928862698219564|Germany -> Möckern
1670426695826|1651580553704|48378511627147|4755519731526539120|Egypt -> Cairo
1670428581504|1621654003551|26388279066949|4751297606875875550|Japan -> Nagoya
1670428628287|1636777113666|39582418604786|4728216658785600241|China -> Xi'an
1670428734263|1640951934597|39582418608524|4746794007248508183|China -> Cenxi
1670429561110|1619427859763|13194139534450|4746794007248507448|Colombia -> Tunja
1670429654413|1657191547228|52776558133476|4791267053568796110|Northern_Ireland -> Belfast
1670430274072|1646238993477|43980465114123|4808437027148142326|India -> Silchar
1670430419796|1650865585817|48378511630685|4814348001659067181|Czech_Republic -> Mladá_Boleslav
1670430879084|1646726557001|43980465115491|4767060205571680656|Vietnam -> Tuy_Hòa
1670432344369|1669267257912|57174604646196|4761149231060747736|Burma -> Meiktila
1670432428471|1639212763155|39582418605451|4737223858040353509|Morocco -> Tangier-Tetouan
1670433060056|1639507446167|4811|4812377676822101713|United_States -> Tallahassee
1670433221952|1670046124613|61572651158764|175640385467455784|China -> Fuzhou
1670434154223|1659847717789|52776558141347|186054959605747403|Sweden -> Gothenburg
1670434699619|1653810495285|48378511622298|193936258953646396|China -> Altay
1670435872847|1639513453624|39582418600078|4738631232923902053|Mexico -> Zacapoaxtla
1670437291872|1659337800179|52776558138049|4764245455804565204|France -> Lille
1670437740986|1655717381815|48378511629435|167477611142845614|Japan -> Sagamihara
1670437823042|1660067366096|52776558133591|4802244577660502124|Cameroon -> Garoua
1670438053907|1666565861127|57174604648060|87820192733730733|China -> Changji
1670438734911|1640175212896|21990232559288|202661983231678948|Burma -> Loikaw
1670439066754|1643401853449|43980465115186|4754675306596414159|Belgium -> Brussels
1670440115796|1647418069839|43980465115177|4810970301938540525|Moldova -> Chişinău
1670440532171|1666848641675|57174604645404|4816881276449464947|Vietnam -> Sóc_Trăng
1670441216362|1625365444297|13194139540041|154529762214153874|China -> Changyi
1670442146963|1640839307571|39582418605749|4776348879803135758|Democratic_Republic_of_the_Congo -> Kananga
1670442340231|1665192797015|57174604647746|4733283208366394600|China -> Xiangtan
1670442935886|1640753090585|8796093027083|4816318326496038417|India -> Pondicherry
1670443897501|1667878840041|57174604651147|171981210770211635|Taiwan -> Tainan
1670444110715|1668529427033|57174604648236|204350833091944967|Cuba -> Matanzas
1670444504315|1669520210908|61572651163136|4773534130036021922|South_Africa -> Saldanha
1670444908271|1637951349368|4398046513025|195625108813913407|Indonesia -> West_Java
1670445364127|1640871809233|39582418602055|4802807527613935867|India -> Vijayawada
1670446142646|1662729487237|52776558136020|129478489286908252|Mexico -> Villahermosa
1670446198250|1667554448839|57174604645881|4781696904360634404|Russia -> Tomsk
1670446414258|1670001308925|61572651160014|150307637563496188|Russia -> Bishkek
1670447190821|1650121684572|48378511626193|4781133954407207299|Brazil -> Ribeirão_Preto
1670448097828|1667092654587|57174604649177|4779726579523651009|Belarus -> Minsk
1670448271046|1615067621479|4398046511769|121034239985588806|Pakistan -> Dera_Ismail_Khan
1670448685431|1667691466644|57174604650284|4736097958133514194|Sri_Lanka -> Kelaniya
1670448710410|1663259961689|57174604648191|135389463797826163|Egypt -> Beni_Suef
1670449389648|1633238413157|35184372098356|4772408230129182405|Cuba -> Santa_Clara
1670450873770|1638971333605|26388279071993|4810407351985113674|Niger -> Abidjan
1670451915719|1669783274463|61572651159160|4685432462325581866|Argentina -> San_Martín
1670451925537|1623944023582|26388279069770|150026162586780006|China -> Tianjin
1670452305264|1637815703660|39582418607426|82190693199519878|England -> Sheffield
1670453894013|1645767403029|43980465115864|97671816918603403|Yemen -> Zinjibar
1670454310660|1610691041476|13194139540545|4718365034600742766|India -> Gobichettipalayam
1670454667788|1644011059303|43980465117587|4707950460462449426|Libya -> Benghazi
1670455259534|1639728759628|30786325583478|4812940626775507344|Sri_Lanka -> Kelaniya
1670455467823|1634562772663|4398046514283|4796052128172870413|Belarus -> Barysaw
1670456543359|1608238470381|1903|4710483735252834621|Vietnam -> Tân_An
1670457856177|1636013897248|35184372095490|189151184349569355|India -> Nerul
1670458085433|1669689515844|61572651158714|4742290407621146708|Colombia -> Cali
1670458246903|1642023314576|39582418603417|4789859678685240230|Indonesia -> Tarakan
1670458840350|1667796396878|57174604646911|4808437027148153750|Cuba -> Camagüey
1670459058313|1623607071487|30786325583083|137078313658096116|Cameroon -> Kumba
1670459452845|1653800033031|48378511626696|4743416307527991254|China -> Shanxi
1670459719279|1636351923103|35184372089713|73746443898197420|Japan -> Nagakute
1670459760052|1646219327004|43980465113528|4786481978964711552|Poland -> Kraków
1670459848378|1668021095811|57174604649065|190558559233117431|Afghanistan -> Gardēz
1670459973996|1658946965222|52776558139449|200973133371409077|China -> Bazhong
1670460067490|1660736394512|52776558141423|4814629476635778837|Pakistan -> Ahmedpur_Sial
1670461201884|1655047981483|48378511624705|181551359978380266|Hungary -> Szeged
1670461745203|1636120630733|30786325582707|189432659326273108|Vietnam -> Bà_Rịa
1670462014725|1643806020132|43980465116720|4800274252823542523|Russia -> Saratov
1670462326503|1663469043641|57174604650178|36028797018968565|Kazakhstan -> Taraz
1670462367587|1668981092236|57174604654083|4747919907155345875|Russia -> Biysk
1670462429873|1619829890983|17592186046298|4748201382132062799|Canada -> Toronto
1670462643463|1627920336715|9541|162974011515476383|Pakistan -> Islamabad
1670462715261|1636574586759|13194139543193|191121509186542177|China -> Benxi
1670462783358|1668962449718|57174604647701|4741727457667721219|Germany -> Trier
1670463949245|1632752454049|13194139541508|4790422628638658142|Vietnam -> Đồng_Hới
1670465090542|1638300469997|39582418607821|4742290407621138956|China -> Bei'an
1670466212493|1667554448839|57174604645881|4781696904360634404|India -> Balasore
1670466436049|1638150711361|13194139540026|4807874077194720414|Burma -> Lanmadaw_Township
1670466986447|1639102187910|39582418607046|199284283511151023|Sri_Lanka -> Kandy
1670466994289|1662538018058|52776558142391|4757490056363517752|Germany -> Hanover
1670467100996|1639471332337|39582418605619|70368744177664908|China -> Changchun
1670467383810|1657077888653|52776558142736|4801963102683802623|Brazil -> São_Luís
1670468247784|1591873923793|4398046513537|4657284964654530201|Czech_Republic -> Ústí_nad_Labem
1670469080236|1620405087362|21990232562290|138485688541646020|Vietnam -> Phan_Rang–Tháp_Chàm
1670469966980|1639974951741|39582418609793|4704009810788492545|Cameroon -> Maroua
1670470995601|1641432101728|39582418607086|4790422628638656449|China -> Nanchong
1670472535311|1640880465535|30786325579300|4816881276449464537|India -> Rourkela
1670473264280|1638453283990|17592186050300|4808718502124848629|Russia -> Izhevsk
1670473653875|1665541229962|57174604647103|4808437027148149027|Vietnam -> Thanh_Hóa
1670475308698|1670029991908|61572651160308|4779726579523658450|China -> Fu'an
1670475466498|1670001308925|61572651160014|4672484613396902845|Mexico -> Mexicali
1670475510054|1644549013965|43980465111207|4716394709763763583|China -> Fuqing
1670475535743|1667475185185|57174604648158|4772689705105900188|India -> Hisar
1670476684990|1670001308925|61572651160014|150307637563496188|France -> Évry
1670476724371|1660007682970|52776558137793|61643019899641885|Vietnam -> Pleiku
1670476788360|1654950922027|48378511629706|4815755376542630912|Zambia -> Luanshya
1670477113490|1620565566653|4683|4750734656922468618|Vietnam -> Phủ_Lý
1670477215132|1663930113521|57174604652782|4755801206503248805|Indonesia -> Samarinda
1670477466330|1665654042137|57174604647687|60517119992794243|Cambodia -> Ta_Khmau
1670477509136|1670262539362|61572651160101|4733846158319815925|Belarus -> Brest
1670478221361|1666568957134|57174604649709|169166461003106180|India -> Jamshedpur
1670478313319|1642923641060|39582418604466|165507286305873940|Moldova -> Chişinău
1670478661248|1667004076058|57174604645553|164381386399030209|South_Korea -> Gwangju
1670478814233|1669769613985|61572651161302|4721179784367844553|China -> Conghua
1670478977010|1636703812384|4398046512554|4803089002590646437|Ukraine -> Kiev
1670480351234|1663354483711|57174604653053|4799429827893403468|Belgium -> Ottignies-Louvain-la-Neuve
1670480689642|1670277445407|61572651165305|4807029652264584342|India -> Gangtok
1670481093405|1666391021259|57174604648090|4800274252823531295|India -> Ghaziabad
1670481465603|1668626046695|57174604653363|4745949582318379986|Pakistan -> Tando_Jam
1670481530875|1660766194749|52776558135158|4785919029011291505|China -> Fuzhou,
1670481932910|1640616941859|39582418602219|4785919029011298494|Cameroon -> Garoua
1670481970820|1639175732232|21990232560915|199565758487857790|Germany -> Koblenz
1670482616760|1638360145898|1993|196751008720748917|Indonesia -> Manokwari
1670483591072|1636309999841|26388279075077|4801963102683800574|Philippines -> Zamboanga_City
1670483766347|1663420420029|57174604650993|4763963980827868162|Ethiopia -> Mek'ele
1670483949666|1636916768996|21990232559729|4803933427520767283|India -> Kota
1670484260692|1625608112445|13194139539120|155374187144284271|Philippines -> Angeles
1670484621246|1636701072871|35184372093964|4803089002590647852|Turkey -> Mersin
1670484741440|1619297243870|17592186047949|4746512532271802603|Kenya -> Kitengela
1670484848462|1634371523439|35184372090546|4725683383995209792|Russia -> Saint_Petersburg
1670486330762|1669519647994|61572651158092|4745386632364957048|Japan -> Chikusa-ku
1670486693100|1665622975226|57174604648280|4743416307527991254|Hungary -> Debrecen
1670488554905|1623782554572|30786325579306|4722305684274677032|Zambia -> Mufulira
1670488671676|1667092654587|57174604649177|4779726579523651009|Ethiopia -> Nekemte
1670488980757|1649196326209|43980465120401|4770437905292204143|India -> Kolkata
1670489046521|1632820172290|3392|4790422628638658894|Russia -> Biysk
1670490087518|1654614584676|48378511628760|4814066526682355829|Argentina -> Posadas
1670490126983|1635109997036|35184372093716|4680084437768088264|Spain -> Vigo
1670491964519|1640202453987|39582418607240|67835469387276605|Russia -> Bishkek
1670492007342|1667693287502|57174604647685|4801963102683793209|China -> Changde
1670492014540|1628715933478|30786325586563|134263563890982990|Afghanistan -> Gardēz
1670492195658|1635349344323|35184372092103|4798866877939987645|Netherlands -> The_Hague
1670492997537|1664399588736|57174604646584|4812940626775518303|Indonesia -> Samarinda
1670493696798|1633667812149|8796093029714|181551359978375977|Madagascar -> Toamasina
1670494195586|1669651039809|61572651164882|203787883138517628|India -> Kashipur
1670494978800|1669434560166|61572651163917|4755801206503254585|Japan -> Sapporo
1670494984325|1658959222090|52776558141947|4758897431247077414|Indonesia -> Bali
1670495458271|1635683639905|9409|4799711302870114783|Ukraine -> Mykolaiv
1670495609948|1669415570933|61572651160165|4784793129104450990|India -> Gujarat
1670495710338|1639993167690|39582418606828|4805340802404324701|China -> Genhe
1670495937748|1632009984980|4398046516675|176203335420872921|Pakistan -> Rahim_Yar_Khan
1670497188269|1666519215881|57174604648707|4761149231060747736|Morocco -> Sale
1670497251201|1665938897822|57174604648239|4815755376542618353|Russia -> Skolkovo
1670497392199|1640592269522|17592186052071|4815755376542622782|Brazil -> Belo_Horizonte
1670497753415|1668770002074|57174604645024|144678138029278006|Egypt -> Sohag
1670498564570|1666297030207|57174604644540|186336434582462868|India -> Warangal
1670499453801|1667101430435|57174604649092|4763963980827869819|England -> Sheffield
1670499493971|1662425878315|52776558142270|4738631232923902979|South_Africa -> Saldanha
1670500399632|1623821884280|21990232564699|149463212633360524|India -> Gulbarga
1670500799335|1667898944000|57174604645627|4664321839072290650|Kenya -> Nyeri
1670500922283|1664698428024|57174604644395|4800555727800253654|Belgium -> Tonbridge
1670502137311|1640996832618|39582418608946|4807029652264594628|India -> Shimoga
1670503749737|1653737869890|48378511624640|4808999977101569644|Brazil -> Diamantina
1670504194983|1669769613985|61572651161302|196188058767332908|Poland -> Lublin
1670504268587|1667750328829|57174604651680|4717239134693894586|Senegal -> Kolda
1670505300194|1658272733975|52776558141008|4766497255618249640|Germany -> Mainz
1670505782739|1664279334429|57174604644994|4796615078126297882|Niger -> Birni_Nkonni
1670507000968|1666468002935|57174604654018|200410183417993167|China -> Kowloon
1670507120900|1632820446712|35184372095255|4783104279244184880|Ukraine -> Odessa
1670508230416|1639047636210|35184372089827|4810688826961822407|Niger -> Maradi
1670508973189|1666997112999|57174604646805|144678138029280200|India -> Cuttack
1670510116106|1638133913537|17592186048554|4807874077194724876|Pakistan -> Surat,India
1670510447370|1666384849435|57174604651632|204913783045366104|Greece -> Kalamata
1670510484092|1668741854688|57174604647036|4786481978964705433|Senegal -> Diourbel
1670510987702|1647293303503|43980465118432|4786200503988008579|Philippines -> Dumaguete
1670512093538|1640270699118|4398046518686|202943458208384447|Nepal -> Gwarko
1670512364511|1661966307487|52776558135249|4737223858040347606|India -> Jhansi
1670512436267|1664890273609|57174604648900|181269885001664580|Russia -> Skolkovo
1670512498689|1639910919811|30786325585101|201817558301543271|Pakistan -> Rawalpindi
1670513850095|1656093197205|48378511629427|4758334481293655043|China -> Alashankou
1670515239209|1669267257912|57174604646196|4790985578592092252|Japan -> Yokohama
1670515648710|1669831873727|61572651165455|193654783976935918|Madagascar -> Antanifotsy
1670516433701|1638668928883|4398046520394|197876908627598624|Cuba -> Santiago_de_Cuba
1670516725560|1654720407784|48378511625083|4744823682411541909|India -> Bhagalpur
1670516936360|1640255277773|35184372091633|4814629476635786696|United_States -> Nashville
1670517017315|1667434539013|57174604646179|189432659326274817|Madagascar -> Mahajanga
1670517169747|1644706834404|43980465118027|124974889659534582|South_Korea -> Pohang
1670517463961|1646902050293|43980465112470|4777193304733261308|China -> Mbabane
1670517552080|1640287959086|39582418604276|4810407351985111525|China -> Dazhou
1670517676916|1619282848851|26388279070796|4723713059158245191|India -> Durgapur
1670518339569|1629855594916|26388279067378|169166461003111080|Japan -> Kobe
